,Adj_Close,atr,bullish,gap,r2,rank_score,slope,shares,rounded_shares,cost,cumulative_cost,weight,cumulative_weight
AWR,59.77,0.9533322497735268,True,False,0.7638164560912944,1.0432034515341582,1.36577765929865,20.97904482382841,20,1195.4,134335.25587407683,0.059770000000000004,6.716762793703841
CVGW,100.6,2.7924528707658753,True,False,0.6570056145358465,1.0381792512886072,1.5801680051426163,7.162162058088621,7,704.1999999999999,135039.45587407684,0.03521,6.751972793703842
EVTC,23.35,0.6027110700213579,True,False,0.7168285718906187,1.0255214131804755,1.4306369101271825,33.18339581732134,33,770.5500000000001,135810.00587407683,0.038527500000000006,6.7905002937038415
SHOO,56.55,1.382526567628345,True,False,0.7551313910859236,1.0203956383915405,1.351282240994049,14.466268112524592,14,791.6999999999999,136601.70587407684,0.039584999999999995,6.830085293703841
WABC,62.08,1.4326939139281822,True,False,0.7305677598091773,1.0191516368762443,1.3950131568116892,13.959715892952802,13,807.04,137408.74587407685,0.040352,6.870437293703842
CBU,63.21,0.9391388474496573,True,False,0.7490836864576315,1.0106448455118813,1.3491748168901605,21.296105527220355,21,1327.41,138736.15587407685,0.0663705,6.936807793703841
JRVR,42.89,0.8199761500795212,True,False,0.748363949212816,1.0066399341322385,1.345120826826434,24.39095331987449,24,1029.3600000000001,139765.51587407684,0.05146800000000001,6.988275793703841
CROX,21.52,0.704146668126936,True,False,0.5635749078836063,1.003100328629329,1.7798882004812335,28.403173522358575,28,602.56,140368.07587407684,0.030128,7.0184037937038415
EXLS,66.18,1.0860091449173912,True,False,0.690245131747588,0.9957277178721047,1.442571156352939,18.41605118483724,18,1191.2400000000002,141559.31587407683,0.05956200000000001,7.077965793703841
FUL,58.31,0.9538549310789385,True,False,0.7369541566135307,0.9929558575182853,1.3473780541263785,20.967548993406474,20,1166.2,142725.51587407684,0.05831,7.136275793703841
STC,45.31,0.460611463311586,True,False,0.8003479058318084,0.9893409001962697,1.2361385504820424,43.420543327795485,43,1948.3300000000002,144673.84587407683,0.0974165,7.23369229370384
FWRD,69.36,1.3075873830814595,True,False,0.6824230540821874,0.9864111626946132,1.4454540431979823,15.295344891496287,15,1040.4,145714.24587407682,0.052020000000000004,7.28571229370384
KN,16.51,0.3844688772893367,True,False,0.5867683035407956,0.9859709085402893,1.6803411203204826,52.01981533852156,52,858.5200000000001,146572.7658740768,0.042926000000000006,7.32863829370384
AMBC,21.32,0.4146333994321186,True,False,0.6821277488421699,0.9839925527209414,1.4425341211981932,48.23538100739587,48,1023.36,147596.1258740768,0.051168,7.379806293703839
AIT,81.15,1.466272265526206,True,False,0.6930179034108048,0.9641200339890037,1.3911906593522676,13.640031575460874,13,1054.95,148651.0758740768,0.0527475,7.432553793703839
ABM,33.76,0.7855996255450858,True,False,0.6378910459308438,0.9340518793350642,1.4642812205837552,25.458260607142048,25,844.0,149495.0758740768,0.0422,7.474753793703839
NWBI,18.05,0.23683403272710138,True,False,0.7544535554905385,0.9252577408778261,1.2263945661654843,84.44732275046618,84,1516.2,151011.27587407682,0.07581,7.550563793703839
PRFT,28.11,0.7235020662214053,True,False,0.6463708340336792,0.9235196732593437,1.4287768331007702,27.643321192505926,27,758.97,151770.24587407682,0.0379485,7.588512293703839
SMP,51.9,1.0055582032010881,True,False,0.6272770587887486,0.9138502161045821,1.4568526033284188,19.88945039315687,19,986.1,152756.34587407683,0.049305,7.637817293703839
CLW,31.75,1.1294584960563192,True,False,0.4619397227112526,0.9130521814026534,1.9765613055393816,17.707600650960725,17,539.75,153296.09587407683,0.0269875,7.664804793703839
SXI,110.9,2.143015510651236,True,False,0.6949994002336419,0.907235482571366,1.30537592157112,9.332643604582332,9,998.1,154294.19587407683,0.049905,7.714709793703839
SENEA,31.9,0.9956901111211574,True,False,0.5652999968624317,0.9039941543722674,1.5991405614535292,20.08657088848637,20,638.0,154932.19587407683,0.0319,7.746609793703839
RAVN,46.6,1.1926329341272932,True,False,0.4949106843730646,0.895741412207278,1.809905181865232,16.76961907364646,16,745.6,155677.79587407684,0.03728,7.783889793703839
AKR,28.182291290206003,0.44738112680333036,True,False,0.6208721328579422,0.8922655300839041,1.437116409101353,44.704612693221726,44,1240.0208167690641,156917.8166908459,0.06200104083845321,7.845890834542292
IRT,10.36,0.14126636327234968,True,False,0.6666194221393347,0.8715807221316185,1.307463738956954,141.5765192556255,141,1460.76,158378.57669084592,0.073038,7.918928834542292
KELYA,24.36,0.5820596084988957,True,False,0.62810601620342,0.8690975607201133,1.3836797265107634,34.36074193771847,34,828.24,159206.8166908459,0.041412,7.960340834542293
PSB,129.27,1.7841201114385563,True,False,0.6607400049766077,0.8607527509307751,1.302710210442379,11.210007595213852,11,1421.97,160628.7866908459,0.0710985,8.031439334542293
FNSR,18.47,0.7074840181929505,True,False,0.556770795752604,0.8536804130870039,1.5332708173622112,28.269189813055885,28,517.16,161145.9466908459,0.025858,8.057297334542293
CMTL,33.32,0.7852341185091388,True,False,0.5993307904119947,0.8500842637574356,1.4183891055773505,25.470110796984216,25,833.0,161978.9466908459,0.04165,8.098947334542293
SBSI,36.74,0.6033049105799455,True,False,0.6757018772482455,0.8426777344755089,1.2471146860021498,33.150732986367345,33,1212.42,163191.36669084593,0.060621,8.159568334542293
VSTO,17.83,0.47112361553148263,True,False,0.5072886741588314,0.8407880073857579,1.657415294713456,42.451703418512906,42,748.8599999999999,163940.2266908459,0.037443,8.197011334542292
AMSF,63.75,1.1548755000152935,True,False,0.6464826392582848,0.8363298236559187,1.293661689995956,17.317884048743913,17,1083.75,165023.9766908459,0.0541875,8.251198834542292
HTLD,19.98,0.5030434383889866,True,False,0.6084318753063855,0.8277982242745775,1.3605438141414379,39.757997965445426,39,779.22,165803.1966908459,0.038961,8.290159834542292
ADC,52.91876288659794,0.9193135571769233,True,False,0.6394088566713512,0.8189387428555616,1.280774788010931,21.75536283987485,21,1111.2940206185567,166914.49071146446,0.05556470103092784,8.34572453557322
ASNA,4.22,0.23098950571275859,True,False,0.3791685575490041,0.8107454786913213,2.1382191707352733,86.58402007609175,86,362.91999999999996,167277.41071146447,0.018146,8.36387053557322
ARR,22.85,0.2398056356436185,True,False,0.6808938245206542,0.8105330847814547,1.1903957057505492,83.40087565632747,83,1896.5500000000002,169173.96071146446,0.09482750000000001,8.458698035573219
FLOW,53.82,1.214786838472288,True,False,0.5635824457345184,0.8058958147639925,1.4299519455643557,16.463793783897046,16,861.12,170035.08071146446,0.043056,8.501754035573219
FSS,26.76,0.5194814861451654,True,False,0.5630939643415915,0.8006699919794962,1.4219118702785156,38.49992835819974,38,1016.8800000000001,171051.96071146446,0.05084400000000001,8.552598035573219
AGYS,15.99,0.410219624622851,True,False,0.4787851763804891,0.7882086148606314,1.6462677913700579,48.75437155983862,48,767.52,171819.48071146445,0.038376,8.590974035573218
MTRN,59.0,1.279216338601864,True,False,0.516939514333125,0.7817329894689881,1.5122329939847188,15.634572039518552,15,885.0,172704.48071146445,0.04425,8.635224035573218
KRG,16.71,0.3213660881651891,True,False,0.5460730538635629,0.7792151580309704,1.4269430665327398,62.23432009951084,62,1036.02,173740.50071146444,0.051801,8.687025035573217
EXPR,10.91,0.45178862596425684,True,False,0.5049517596134692,0.7780710831864873,1.540882011743232,44.26848940101979,44,480.04,174220.54071146445,0.024002000000000002,8.711027035573217
AAT,37.59,0.5800556612403185,True,False,0.5926733993761992,0.7763537288568823,1.309918295091378,34.47944970873054,34,1278.0600000000002,175498.60071146445,0.06390300000000002,8.774930035573217
EXPO,52.65,1.2312484643641846,True,False,0.5992690419538365,0.7759849586608726,1.2948857763966541,16.243675081721204,16,842.4,176341.00071146444,0.04212,8.817050035573217
OXM,89.58,2.333751367112902,True,False,0.5165661911222961,0.7573518048302547,1.4661273189111075,8.569893212207143,8,716.64,177057.64071146445,0.035832,8.852882035573217
FSB,41.2,0.648966204706947,True,False,0.5789411524710069,0.7547408293279463,1.3036572475572004,30.818245780658764,30,1236.0,178293.64071146445,0.0618,8.914682035573216
BGS,29.79007971656333,0.8784916537814045,True,False,0.5126413972985726,0.7529395440620792,1.4687451072616988,22.76629483491554,22,655.3817537643932,178949.02246522886,0.032769087688219664,8.947451123261436
MNTA,26.9,1.1590889526502182,True,False,0.3777215538278781,0.7293411311621074,1.9308962482306662,17.25493108554841,17,457.29999999999995,179406.32246522885,0.022864999999999996,8.970316123261435
CHCO,78.06,1.175222895019522,True,False,0.5641157821127409,0.719420991493614,1.2753073292848147,17.01804830790654,17,1327.02,180733.34246522884,0.066351,9.036667123261434
EGP,96.46430215214147,1.3798126876974108,True,False,0.5758086086959147,0.6897056945051313,1.1978037217386686,14.494721043169553,14,1350.5002301299805,182083.84269535882,0.06752501150649903,9.104192134767933
FF,17.28,0.6111794121077169,True,False,0.44479850384454755,0.685651299581762,1.5414874233061493,32.72361536365874,32,552.96,182636.8026953588,0.027648000000000002,9.131840134767932
HSC,28.55,0.7584692022078329,True,False,0.41163679658315067,0.6794993867165711,1.6507255725359142,26.368901916889797,26,742.3000000000001,183379.1026953588,0.037115,9.168955134767932
CHSP,32.80886138613861,0.4846021336482996,True,False,0.5528987958950224,0.6646594386671056,1.2021358042409318,41.2709697529211,41,1345.163316831683,184724.2660121905,0.06725816584158414,9.236213300609517
ROIC,18.6,0.30173169835243596,True,False,0.5142987482072738,0.6622491066660776,1.2876739618257373,66.28405337989751,66,1227.6000000000001,185951.8660121905,0.061380000000000004,9.297593300609517
CWT,41.45,0.7173124624241172,True,False,0.5532504384684414,0.6545316801118163,1.1830658136010719,27.88185211840754,27,1119.15,187071.0160121905,0.05595750000000001,9.353550800609517
NPK,124.55,3.2012153562388277,True,False,0.424150720009577,0.6498072464060983,1.5320196707232425,6.247627158548434,6,747.3,187818.31601219048,0.037364999999999995,9.390915800609516
NBTB,39.78,0.6120462005665953,True,False,0.5472160711772351,0.6478179285851928,1.1838430241851838,32.67727171818927,32,1272.96,189091.27601219047,0.063648,9.454563800609517
IVR,15.490671506352086,0.17542937044043005,True,False,0.5733650977495868,0.6358097699958897,1.1089090921149427,114.00599540309774,114,1765.9365517241379,190857.2125639146,0.0882968275862069,9.542860628195724
FELE,47.5,1.1637301794242163,True,False,0.5134440743933151,0.6344490276921042,1.2356730933973061,17.18611440488334,17,807.5,191664.7125639146,0.040375,9.583235628195723
PRGS,42.22,0.9016640654879025,True,False,0.47299510762108266,0.6279347666493664,1.3275713776566296,22.18121001548147,22,928.8399999999999,192593.5525639146,0.046442,9.629677628195724
FCF,16.45,0.250103139287302,True,False,0.48506353826648674,0.6079842892997641,1.2534116488585596,79.96700903872029,79,1299.55,193893.10256391458,0.0649775,9.694655128195723
SKYW,58.75067510548523,1.4799790970379871,True,False,0.4174093060310747,0.6028655981735289,1.444303204223836,13.513704375979206,13,763.7587763713079,194656.8613402859,0.038187938818565394,9.732843067014288
JBSS,71.67,1.6349139280319869,True,False,0.4245080886373094,0.5934102041139292,1.3978772607579832,12.233059892073232,12,860.04,195516.9013402859,0.043002,9.775845067014288
KLIC,25.1842880794702,0.5824165921976263,True,False,0.38939822754146936,0.5780047890511861,1.484353929139626,34.339681025456734,34,856.2657947019868,196373.1671349879,0.04281328973509934,9.818658356749387
ANGO,23.51,0.5803318737148457,True,False,0.4190446198821808,0.5635835384585738,1.3449248879917175,34.46303900555233,34,799.34,197172.50713498789,0.039967,9.858625356749387
WDR,21.18,0.4520555788000363,True,False,0.4248880595978206,0.5606207611694425,1.319455203566088,44.24234748543357,44,931.92,198104.4271349879,0.046596,9.905221356749387
CLDT,20.719894281595387,0.312284065188671,True,False,0.4537129448489996,0.5553574224456693,1.2240281630723542,64.04425402851312,64,1326.0732340221048,199430.50036901,0.06630366170110524,9.971525018450492
AVP,2.44,0.12120183591517272,True,False,0.27825116313199527,0.5427756026843535,1.9506678663078025,165.01400204859675,165,402.59999999999997,199833.10036901,0.02013,9.991655018450492
AXL,18.54,0.560831901058635,True,False,0.39193193697746964,0.5331045545966892,1.3601967696430282,35.66130949799341,35,648.9,200482.00036901,0.032445,10.024100018450492
WTS,81.45,1.3011888932444875,True,False,0.43692285206228865,0.5291133071699203,1.210999389646227,15.370558497567878,15,1221.75,201703.75036901,0.0610875,10.08518751845049
CTS,36.40716803760282,0.7996630920784988,True,False,0.3942765719031964,0.5277528897923865,1.3385347428707013,25.010532808280093,25,910.1792009400706,202613.92956995007,0.04550896004700353,10.130696478497494
SJI,36.0,0.6321708950888726,True,False,0.40560632726989043,0.5223886886627108,1.287920462629059,31.637014856858187,31,1116.0,203729.92956995007,0.0558,10.186496478497494
HVT,21.95,0.4913402029218389,True,False,0.3996145162262359,0.5080702624020755,1.2714009170638811,40.704993975796334,40,878.0,204607.92956995007,0.0439,10.230396478497495
LTXB,45.2,0.8807045843462816,True,False,0.34856318110284623,0.47375775162421907,1.3591732498115836,22.709090375458132,22,994.4000000000001,205602.32956995006,0.04972000000000001,10.280116478497495
CUB,72.05,1.6579322317824208,True,False,0.3590868047005882,0.47283593439786625,1.3167733489737217,12.06321924177701,12,864.5999999999999,206466.92956995007,0.04323,10.323346478497495
OSIS,78.32,1.809305665652642,True,False,0.35584989833829983,0.4682609667655202,1.3158946200410413,11.053964169611838,11,861.52,207328.44956995005,0.043075999999999996,10.366422478497494
WNC,19.4,0.44406361748751016,True,False,0.607584924326032,0.45739192891384794,0.7528032882336791,45.038591797182136,45,872.9999999999999,208201.44956995005,0.043649999999999994,10.410072478497494
FMBI,27.34610105580694,0.41822586780516247,True,False,0.39988539577383375,0.451942351767132,1.130179687839214,47.82104967576357,47,1285.2667496229262,209486.716319573,0.06426333748114631,10.47433581597864
BHLB,42.25,0.735690919331719,True,False,0.37929453130913515,0.4490527930525867,1.1839158120806037,27.18532942905893,27,1140.75,210627.466319573,0.0570375,10.53137331597864
HA,40.15,1.0907729002182054,True,False,0.3250448346317325,0.4332615710737045,1.3329286452577498,18.335622379323016,18,722.6999999999999,211350.166319573,0.036134999999999994,10.567508315978639
CAMP,22.62,0.4577746283454188,True,False,0.3413007045266673,0.42403636151225066,1.242412792848832,43.68962096542577,43,972.6600000000001,212322.826319573,0.048633,10.61614131597864
QLYS,86.8,2.947489579302152,True,False,0.2899543022990735,0.42042057693134727,1.4499546087014232,6.785435355037015,6,520.8,212843.626319573,0.026039999999999997,10.64218131597864
SYKE,30.77,0.6406544200685057,True,False,0.3554258976304365,0.41795553865876467,1.1759287700902004,31.21807853579061,31,953.87,213797.496319573,0.0476935,10.689874815978639
SPPI,21.36,0.9984550495288136,True,False,0.2752102011018773,0.4017373780193161,1.4597474091107578,20.030946820728996,20,427.2,214224.696319573,0.02136,10.711234815978639
PARR,20.0,0.47404150064536343,True,False,0.27955620565374917,0.3777649038573688,1.3513021575534556,42.190398884426486,42,840.0,215064.696319573,0.042,10.753234815978638
CCOI,54.8,1.1529154566278703,True,False,0.3049826403195507,0.3694530183138817,1.2113903202057046,17.347325760118988,17,931.5999999999999,215996.296319573,0.046579999999999996,10.799814815978639
PATK,61.5,2.127727962866067,True,False,0.28294922147918,0.34796304011786205,1.2297720357695556,9.399697869768952,9,553.5,216549.796319573,0.027675,10.82748981597864
AEL,36.78,0.6604217678701175,True,False,0.26929111745973255,0.3464963129427706,1.286697891157077,30.283677754142893,30,1103.4,217653.196319573,0.055170000000000004,10.88265981597864
RWT,16.37,0.1682942999684464,True,False,0.31249760044272934,0.3445258932519417,1.1024913239776448,118.83943784043674,118,1931.66,219584.856319573,0.096583,10.97924281597864
HMN,46.6,0.7506500281573075,True,False,0.29759639373684466,0.3333177319955862,1.1200328330938338,26.6435745684256,26,1211.6000000000001,220796.45631957302,0.06058000000000001,11.03982281597864
CVBF,23.56,0.35979280396077024,True,False,0.2898374754759162,0.33081249796375073,1.1413724102466498,55.58754866642827,55,1295.8,222092.256319573,0.06479,11.10461281597864
ZUMZ,28.1,1.1367430558564826,True,False,0.20659127805623656,0.33059681850543426,1.6002457684367584,17.594125512322517,17,477.70000000000005,222569.95631957302,0.023885000000000003,11.12849781597864
GCO,47.05,1.8974338894863851,True,False,0.2329835107074921,0.31993337636912944,1.3732018004089646,10.540551695012564,10,470.5,223040.45631957302,0.023525,11.15202281597864
BGG,20.37,0.5084793286963494,True,False,0.2308564733029657,0.31354459108719784,1.3581797668533035,39.33296571028058,39,794.4300000000001,223834.886319573,0.0397215,11.19174431597864
LNN,99.12,2.053748497418357,True,False,0.39773681973017605,0.3117087003097061,0.7837059202141977,9.738290752319864,9,892.08,224726.966319573,0.044604000000000005,11.23634831597864
STBA,45.61,0.6866029955525833,True,False,0.26617235765382075,0.2966445729485358,1.1144830198120974,29.12891456860576,29,1322.69,226049.656319573,0.0661345,11.30248281597864
PLXS,61.34,1.1060164492063715,True,False,0.2634200954292094,0.29101633802254606,1.1047613415687672,18.082913698391298,18,1104.1200000000001,227153.776319573,0.055206000000000005,11.35768881597864
WIRE,50.95,1.2704394009613285,True,False,0.2534652920048124,0.28928937278468503,1.141337224108745,15.742584797721328,15,764.25,227918.026319573,0.0382125,11.39590131597864
OPB,29.0,0.6046092839162516,True,False,0.3199902998802683,0.2845910581995968,0.8893740163563805,33.0792141835029,33,957.0,228875.026319573,0.04785,11.443751315978641
GCI,10.35,0.24770967759169232,True,False,0.3317976946517316,0.2779635750896109,0.8377501699683984,80.73967958961471,80,828.0,229703.026319573,0.0414,11.48515131597864
LABL,65.35,1.736929938410006,True,False,0.36033481832855296,0.2725381517899188,0.756346980439228,11.514569216480945,11,718.8499999999999,230421.876319573,0.035942499999999995,11.521093815978642
AAXN,64.79,2.539119146141582,True,False,0.20811789714280104,0.27154914605423436,1.3047851712047123,7.87674734775317,7,453.53000000000003,230875.406319573,0.022676500000000002,11.543770315978641
CSGS,41.87,0.8255634459583401,True,False,0.35838645113475887,0.27088415526374504,0.7558437390868005,24.225878819989866,24,1004.8799999999999,231880.286319573,0.050244,11.59401431597864
TISI,22.25,0.7787614755485464,True,False,0.21479447964264864,0.27010816736104726,1.2575191308939757,25.681804542157582,25,556.25,232436.536319573,0.0278125,11.62182681597864
EBIX,80.4,1.8786126723393513,True,False,0.23094244685287513,0.26829477493522447,1.161738686808602,10.646154097904017,10,804.0,233240.536319573,0.0402,11.66202681597864
GEOS,13.48,0.4656802786813118,True,False,0.19126965690106157,0.26484571144691044,1.384671859289776,42.94792138639609,42,566.16,233806.696319573,0.028308,11.690334815978641
DGII,13.25,0.34469185582310097,True,False,0.2065549853755987,0.25716140205931753,1.2450021556811923,58.02283884033565,58,768.5,234575.196319573,0.038425,11.728759815978641
SCHL,43.5,0.9243157974573009,True,False,0.31613824384185385,0.24945353701293713,0.7890647268152874,21.637626507107175,21,913.5,235488.696319573,0.045675,11.77443481597864
RRD,5.91,0.2527786314148778,True,False,0.5686535014684531,0.24942389002044185,0.4386219189301502,79.1206119285242,79,466.89,235955.58631957302,0.0233445,11.79777931597864
CNSL,13.36,0.36075056199999783,True,False,0.1896837924321857,0.24508200271875155,1.2920555814296648,55.43996907203743,55,734.8,236690.386319573,0.036739999999999995,11.83451931597864
OCLR,9.17,0.18633629438689436,True,False,0.21235799520772125,0.24125726057270216,1.1360874844232385,107.33282029572584,107,981.1899999999999,237671.576319573,0.0490595,11.883578815978641
GNBC,23.4,0.5369479257988472,True,False,0.19838089367369238,0.236514417597775,1.19222377325715,37.24755984529578,37,865.8,238537.376319573,0.043289999999999995,11.926868815978642
HMST,28.55,0.6347727626232221,True,False,0.20386185519041766,0.23259267656842908,1.1409327966292435,31.507338023372732,31,885.0500000000001,239422.426319573,0.0442525,11.971121315978642
TBK,41.65,1.0260754423627905,True,False,0.19933273602219817,0.22657758255231084,1.1366802416592456,19.491744148895226,19,791.35,240213.776319573,0.0395675,12.010688815978643
CYTK,8.5,0.4421677364709165,True,False,0.37310545363113434,0.20822520630246516,0.5580867400247764,45.23170360557389,45,382.5,240596.276319573,0.019125,12.029813815978644
HCI,42.85,0.9603024237692924,True,False,0.20174615701055398,0.18240517203571202,0.9041320773518864,20.826772384368045,20,857.0,241453.276319573,0.04285,12.072663815978643
RGR,67.75,1.6470989685885407,True,False,0.14232990391436529,0.18043826586370704,1.2677466990511717,12.142561182670603,12,813.0,242266.276319573,0.04065,12.113313815978643
BRC,44.15,1.130358995722347,True,False,0.14589465215645292,0.1750238395120348,1.1996590479844638,17.693493903871804,17,750.55,243016.82631957298,0.0375275,12.150841315978642
BANC,19.5,0.39463055644828116,True,False,0.15385766841212412,0.16618764298104427,1.0801388367324858,50.68031269550493,50,975.0,243991.82631957298,0.04875,12.199591315978642
KRA,49.74,1.1489295786166627,True,False,0.1844603191373263,0.1642601432554401,0.890490399364171,17.407507276538613,17,845.58,244837.40631957297,0.042279000000000004,12.241870315978643
SCSC,40.25,1.1362925618587987,True,False,0.14434357098169714,0.16126372956976393,1.1172214215914906,17.601100870785512,17,684.25,245521.65631957297,0.0342125,12.276082815978643
WRLD,118.29,3.2246311549463798,True,False,0.13446615287418595,0.15875995813064547,1.1806685529197087,6.202259743512453,6,709.74,246231.39631957296,0.035487,12.311569815978643
NE,6.84,0.2785306261969959,True,False,0.11965334260986372,0.14358332772035864,1.1999942884046286,71.80538913467502,71,485.64,246717.03631957297,0.024281999999999998,12.335851815978643
TG,23.25,0.8104551050905766,True,False,0.17717876150193235,0.14162868833314385,0.7993547710378325,24.677492774587183,24,558.0,247275.03631957297,0.0279,12.363751815978643
NTRI,37.5,1.2936727141316102,True,False,0.11492572635855103,0.1392789714247422,1.2119042083772669,15.459860737207544,15,562.5,247837.53631957297,0.028125,12.391876815978643
ABG,72.25,1.4506961436505388,True,False,0.12085994609803119,0.13594572656355236,1.124820347456426,13.78648456986444,13,939.25,248776.78631957297,0.0469625,12.438839315978642
MATX,38.8,0.7260615783323782,True,False,0.11904101474282935,0.13510172203471174,1.1349174259525525,27.545872962918793,27,1047.6,249824.38631957298,0.052379999999999996,12.491219315978642
LNTH,15.65,0.6435908030253273,True,False,0.11219974170016267,0.1342257821287694,1.1963109726889398,31.075646056447667,31,485.15000000000003,250309.53631957297,0.0242575,12.51547681597864
TIVO,13.5,0.4439698678239827,True,False,0.11002628439531958,0.08937434910556531,0.8122999844695947,45.04810224627507,45,607.5,250917.03631957297,0.030375,12.54585181597864
OMI,17.16,0.5680268016792602,True,False,0.07631437999737944,0.08850189948629952,1.1597014807607502,35.20960620321772,35,600.6,251517.63631957298,0.03003,12.57588181597864
MOG_A,84.02,1.7448795530931147,True,False,0.09942564027345657,0.08794985691575226,0.8845792360386944,11.462109212378804,11,924.2199999999999,252441.85631957298,0.046210999999999995,12.62209281597864
WPG,7.4,0.20274698132665075,True,False,0.07139802834196063,0.08063573370451159,1.1293831997475756,98.6451185074736,98,725.2,253167.056319573,0.03626,12.65835281597864
NPO,75.51,1.5931017986301266,True,False,0.07323655643599591,0.07802995273180607,1.0654508694711675,12.554125553808026,12,906.1200000000001,254073.176319573,0.045306000000000006,12.70365881597864
AKS,4.74,0.16951094994432275,True,False,0.08991443267543109,0.07702455621337899,0.8566428538944202,117.98647819842412,117,554.58,254627.75631957297,0.027729000000000004,12.73138781597864
CALM,49.55,1.2540090002757316,True,False,0.06473603854196852,0.07227969093576009,1.1165294102588776,15.948848848455153,15,743.25,255371.00631957297,0.0371625,12.768550315978642
TTS,7.9,0.33006668861963234,True,False,0.05880656701207343,0.06748762870150556,1.1476206167187049,60.5938154002809,60,474.0,255845.00631957297,0.0237,12.792250315978642
STAR,11.41,0.20133417703030743,True,False,0.06262457512873676,0.06705112489790314,1.0706839089936622,99.33733206652411,99,1129.59,256974.59631957297,0.056479499999999995,12.848729815978642
IIVI,48.05,1.462526311924723,True,False,0.05706396141500269,0.06484118129749777,1.1362895195083735,13.67496764805515,13,624.65,257599.24631957297,0.0312325,12.879962315978641
HZO,21.75,0.830129796698689,True,False,0.07847981891541989,0.06221859951747614,0.7927974398683442,24.092617900883962,24,522.0,258121.24631957297,0.0261,12.906062315978641
ORIT,15.95,0.2391671043527342,True,False,0.05528831186772809,0.05772236954396246,1.0440248145405058,83.6235403448424,83,1323.85,259445.09631957297,0.0661925,12.97225481597864
ITG,22.13,0.4515330805058263,True,False,0.060232136076478704,0.057032629305794495,0.9468804034009073,44.29354318313768,44,973.7199999999999,260418.81631957297,0.04868599999999999,13.02094081597864
DEA,19.72,0.32689584856116455,True,False,0.048367294815802375,0.05012086273795336,1.0362552408363774,61.181566202294114,61,1202.9199999999998,261621.73631957298,0.06014599999999999,13.08108681597864
UIHC,21.39,0.5349246140779775,True,False,0.04760737973781349,0.05010176026251428,1.0523948290882215,37.38844591115514,37,791.4300000000001,262413.166319573,0.0395715,13.12065831597864
MXL,20.03,0.4513118763241729,True,False,0.04305182311684397,0.048581297399738745,1.1284376335907451,44.31525304163322,44,881.32,263294.486319573,0.044066,13.16472431597864
LION,25.55,0.5424646453340747,True,False,0.04868216713402551,0.04541181183457547,0.9328223147821969,36.868762180221125,36,919.8000000000001,264214.286319573,0.04599,13.21071431597864
CBB,14.95,0.6779181801313129,True,False,0.0548654398964995,0.04290146532020026,0.7819396946626402,29.502085334436668,29,433.54999999999995,264647.836319573,0.0216775,13.23239181597864
RECN,17.1,0.4590576857115313,True,False,0.04745664716289821,0.0427747933237414,0.9013446141046157,43.56750931857366,43,735.3000000000001,265383.136319573,0.036765000000000006,13.26915681597864
EFII,34.7,0.843932741605712,True,False,0.042860226372085086,0.04104399925210885,0.9576244160679669,23.698571004541098,23,798.1,266181.23631957296,0.039905,13.30906181597864
ALG,95.62,1.9220609301383855,True,False,0.02778853537064019,0.029232155276081133,1.0519501976691508,10.405497394174715,10,956.2,267137.43631957297,0.047810000000000005,13.35687181597864
GLT,19.92,0.5441600824226984,True,False,0.021377000042942296,0.023668458559959086,1.1071927076958268,36.75389034593719,36,717.1200000000001,267854.55631957296,0.035856000000000006,13.39272781597864
PUMP,17.33,0.6581230223416316,True,False,0.0217911642192975,0.01953608909168256,0.8965142428866686,30.38945504267438,30,519.9,268374.456319573,0.025994999999999997,13.41872281597864
UVV,67.25,1.5105807495515404,True,False,0.017409363603520522,0.019502928478686288,1.1202551065532576,13.23994100013361,13,874.25,269248.706319573,0.0437125,13.46243531597864
TPRE,13.4,0.32378442419268183,True,False,0.018439589315268234,0.01767238972650081,0.9583938896007748,61.76949385341075,61,817.4,270066.106319573,0.04087,13.50330531597864
NX,18.5,0.5885010904420447,True,False,0.017286776489938593,0.016110929895235396,0.9319799966530732,33.98464391115617,33,610.5,270676.606319573,0.030525,13.53383031597864
BKS,5.75,0.30849384601265806,True,False,0.016519664057437655,0.015132707853337316,0.9160421059848436,64.831114975238,64,368.0,271044.606319573,0.0184,13.55223031597864
GWB,43.68,0.7599525320222715,True,False,0.011975174837927538,0.011661546591340484,0.9738101321415586,26.31743320438581,26,1135.68,272180.286319573,0.056784,13.60901431597864
TILE,23.5,0.4908053285042375,True,False,0.00992601348390909,0.010159187331052562,1.0234911878289774,40.74935384453008,40,940.0,273120.286319573,0.047,13.656014315978641
CIR,47.5,1.2436460925118673,True,False,0.009834247888238057,0.009039848167261362,0.9192211005859624,16.081745538720575,16,760.0,273880.286319573,0.038,13.694014315978642
ARCB,46.55,1.7031983258206356,True,False,0.008166454591499117,0.00840359248571546,1.0290380472406218,11.742613703171411,11,512.05,274392.336319573,0.025602499999999997,13.719616815978641
TMP,86.72,1.5996782049151368,True,False,0.007100218561013727,0.007205085446800412,1.0147695292596335,12.50251452982758,12,1040.6399999999999,275432.976319573,0.052031999999999995,13.771648815978642
PJC,79.1,1.6656801418205305,True,False,0.00733233341732309,0.007203363679921145,0.9824108193038187,12.007107185741372,12,949.1999999999999,276382.176319573,0.047459999999999995,13.819108815978641
