,Adj_Close,atr,bullish,gap,r2,rank_score,slope,shares,rounded_shares,cost,cumulative_cost,weight,cumulative_weight
DORM,78.38,2.0375886015640754,True,False,0.8959214697691746,1.6956183527153665,1.892597074554119,9.81552408795759,9,705.42,42157.6,0.035271,2.1078800000000006
ESE,66.45,1.0946751955759197,True,False,0.8879098692806676,1.673631949743028,1.8849119799725915,18.270259599220932,18,1196.1000000000001,43353.7,0.059805000000000004,2.1676850000000005
UHT,70.96,1.6742974617391375,True,False,0.8590385853910831,1.6634205559854995,1.936374668465231,11.945308678438456,11,780.56,44134.259999999995,0.039028,2.2067130000000006
ADTN,18.1,0.4371183511317887,True,False,0.8383762912804269,1.6521170456878382,1.9706151794495639,45.75419894455567,45,814.5000000000001,44948.759999999995,0.040725000000000004,2.2474380000000007
KWR,198.71,4.3198395835751935,True,False,0.8377586313863238,1.6500873207179758,1.96964526403913,4.629801550049126,4,794.84,45743.59999999999,0.039742,2.2871800000000007
VG,14.35,0.3794432647299911,True,False,0.8331799363656465,1.6428321484908768,1.9717615328772262,52.708802234852804,52,746.1999999999999,46489.79999999999,0.037309999999999996,2.324490000000001
PRLB,157.3,3.9607569325835166,True,False,0.7280091792848807,1.6302157903578591,2.239279169473125,5.049539858270078,5,786.5,47276.29999999999,0.039325,2.3638150000000007
CVCO,253.5,6.9753881749751185,True,False,0.7634568913939669,1.609695376481452,2.1084299514834037,2.867223944862587,2,507.0,47783.29999999999,0.02535,2.3891650000000006
FIX,54.75,1.0710456836471434,True,False,0.7723190122623557,1.5984875809911312,2.0697244993473336,18.67333980740733,18,985.5,48768.79999999999,0.049275,2.438440000000001
ROG,152.07,3.6291613853508444,True,False,0.7604291365197045,1.590466719904069,2.091538374217538,5.510915023159414,5,760.3499999999999,49529.14999999999,0.038017499999999996,2.476457500000001
EBS,65.45,1.8456059164088896,True,False,0.8076307490251345,1.5891601591518212,1.9676815934386425,10.83654957008116,10,654.5,50183.64999999999,0.032725,2.509182500000001
HWKN,41.2,1.1162556596193838,True,False,0.7962583700612771,1.5878505241127479,1.9941398217145934,17.917042415551574,17,700.4000000000001,50884.04999999999,0.03502,2.544202500000001
ECHO,33.15,1.162707241733956,True,False,0.8057786015662429,1.5688360103598358,1.9469814751972687,17.201234568878935,17,563.55,51447.59999999999,0.028177499999999998,2.5723800000000008
B,71.45,1.1768391530278555,True,False,0.8519811252788818,1.561541392251349,1.8328356649218074,16.994675906679838,16,1143.2,52590.79999999999,0.05716,2.629540000000001
RLI,78.02,1.0967590779255179,True,False,0.8644836920358974,1.5570710449033693,1.801157221643358,18.235545437954627,18,1404.36,53995.15999999999,0.07021799999999999,2.699758000000001
GDOT,87.29,2.1006691295580158,True,False,0.868026440922076,1.541044833925166,1.7753431937950697,9.520775889255836,9,785.61,54780.76999999999,0.0392805,2.739038500000001
GBX,60.0,1.2498180861570036,True,False,0.7892933173427572,1.5362374934485237,1.9463454962730917,16.002328836108376,16,960.0,55740.76999999999,0.048,2.787038500000001
WSR,13.61,0.22332777883918276,True,False,0.9412461598788079,1.5258138602464146,1.6210571955405098,89.5544661033946,89,1211.29,56952.05999999999,0.0605645,2.8476030000000008
FARO,64.6,1.5543578406400036,True,False,0.7034191000025181,1.482627962517206,2.107744817437995,12.8670499656405,12,775.1999999999999,57727.25999999999,0.038759999999999996,2.8863630000000007
SSTK,54.34,1.4760296288480415,True,False,0.7875195872145776,1.4658561777856458,1.8613583732822636,13.549863504846364,13,706.4200000000001,58433.679999999986,0.035321000000000005,2.921684000000001
ANDE,37.65,0.7682319335024761,True,False,0.7589692685542705,1.4494602458029762,1.9097746191542033,26.033804542356396,26,978.9,59412.57999999999,0.048944999999999995,2.9706290000000006
DFIN,18.75,0.5992784367210333,True,False,0.6854143398183057,1.4458097348047916,2.10939522389925,33.3734684488741,33,618.75,60031.32999999999,0.0309375,3.0015665000000005
CACI,184.25,3.713123416183025,True,False,0.8496805540812938,1.4344537888644966,1.6882271601654828,5.386300900431523,5,921.25,60952.57999999999,0.0460625,3.0476290000000006
HLX,9.49,0.3073356451663335,True,False,0.6819781217901429,1.4343398978581159,2.103205149885275,65.07543239631633,65,616.85,61569.429999999986,0.030842500000000002,3.0784715000000005
FCN,73.14,1.5897886418014582,True,False,0.6662886139765938,1.4278968739748459,2.1430605956970576,12.580288646003368,12,877.6800000000001,62447.109999999986,0.043884000000000006,3.1223555000000003
HQY,93.28,2.689666999125163,True,False,0.7377688819164815,1.424877521582019,1.9313331810372034,7.43586473957749,7,652.96,63100.069999999985,0.032648,3.1550035000000003
MTRX,24.4,0.8124413372815781,True,False,0.7109922521885637,1.4247102923170218,2.003833780089029,24.617161981097407,24,585.5999999999999,63685.669999999984,0.029279999999999997,3.1842835000000003
LOCO,12.45,0.41040999548831697,True,False,0.7786895881866612,1.409759577375023,1.8104256160120724,48.73175658454287,48,597.5999999999999,64283.26999999998,0.029879999999999997,3.2141635
EIG,45.0,0.8094748993332743,True,False,0.8532330345394351,1.3906698835821458,1.6298828424204328,24.70737513476087,24,1080.0,65363.26999999998,0.054,3.2681635
ELY,23.69,0.48379118822415823,True,False,0.7012537441788053,1.3849156296295482,1.9749137043843337,41.34014940084701,41,971.2900000000001,66334.55999999998,0.048564500000000003,3.316728
ODP,3.25,0.10622597139492218,True,False,0.5744271950424116,1.37846858066842,2.3997272283855637,188.2778734556815,188,611.0,66945.55999999998,0.03055,3.3472779999999998
OFG,16.2,0.48002747996836187,True,False,0.7452861177617369,1.3707011953956587,1.8391610453072507,41.66428138930334,41,664.1999999999999,67609.75999999998,0.033209999999999996,3.3804879999999997
FCPT,25.03,0.42075505753299447,True,False,0.7861682748732876,1.3694809238544545,1.7419692038262211,47.533593814096115,47,1176.41,68786.16999999998,0.058820500000000005,3.4393084999999997
ROCK,45.8,1.0867388611861353,True,False,0.7340160043050783,1.3578774728498424,1.8499289727822736,18.403685295813144,18,824.4,69610.56999999998,0.04122,3.4805284999999997
VIAV,11.22,0.21672930810112806,True,False,0.8320338602556763,1.3523746956116125,1.6253842063543427,92.28101254615643,92,1032.24,70642.80999999998,0.051612,3.5321404999999997
DNR,6.14,0.2665847698092491,True,False,0.6057199053105844,1.3388379921847675,2.2103252352228298,75.02304056721137,75,460.5,71103.30999999998,0.023025,3.5551654999999998
NP,87.55,1.5605511984346057,True,False,0.9023602664354246,1.3257483595437853,1.4692007270897047,12.81598451884313,12,1050.6,72153.90999999999,0.05252999999999999,3.6076954999999997
RYAM,20.64,0.49063874074716846,True,False,0.6478921985177934,1.3255219284216428,2.0458988878922875,40.76318957109467,40,825.6,72979.51,0.041280000000000004,3.6489754999999997
FFIN,58.95,0.9579027909776601,True,False,0.7904841866514127,1.3243700164164462,1.6753909044362278,20.878945325535057,20,1179.0,74158.51,0.05895,3.7079254999999995
MMSI,60.95,1.3387496641916843,True,False,0.7618616715475628,1.3189454330457826,1.7312137915622143,14.939312804291669,14,853.3000000000001,75011.81,0.042665,3.7505904999999995
CRVL,60.05,1.4180875950964131,True,False,0.8351870155642583,1.3182835064696192,1.5784291205473033,14.103501130083743,14,840.6999999999999,75852.51,0.042034999999999996,3.7926254999999993
AJRD,33.32,1.010217668590124,True,False,0.6498779994792,1.3165308397447972,2.025812292153051,19.79771352436581,19,633.08,76485.59,0.031654,3.8242794999999994
PMT,20.01,0.21101375411987444,True,False,0.9213555931350859,1.3057983182923545,1.4172577102930801,94.78055154944181,94,1880.94,78366.53,0.094047,3.9183264999999996
SSP,16.19,0.4214459646125869,True,False,0.6894018964650668,1.2911287417360595,1.8728244705394184,47.45566853009246,47,760.9300000000001,79127.45999999999,0.038046500000000004,3.9563729999999997
AMPH,19.24,0.4263720879128539,True,False,0.7570306745578735,1.2886012022783289,1.7021783206220897,46.90738574821482,46,885.04,80012.49999999999,0.044252,4.000624999999999
SSD,72.97,1.4273228295459053,True,False,0.6591900506543339,1.2797376902930542,1.9413789528873262,14.012246974542464,14,1021.5799999999999,81034.07999999999,0.051079,4.051703999999999
VVI,58.4,0.9525187998747964,True,False,0.8127965496321796,1.273781786592134,1.567159441275393,20.99696090263929,20,1168.0,82202.07999999999,0.0584,4.110103999999999
MYE,24.0,0.6650527820384096,True,False,0.6128108779562242,1.269819892430435,2.0721236161234455,30.072801047007598,30,720.0,82922.07999999999,0.036,4.1461039999999985
SNBR,36.42,1.1035737806431776,True,False,0.6618251377258502,1.2658597787220673,1.9126801122601487,18.122938720366964,18,655.5600000000001,83577.63999999998,0.032778,4.178881999999999
CLW,30.15,1.0908819780562868,True,False,0.5725959964646326,1.2613778424926234,2.202910691448634,18.33378899121207,18,542.6999999999999,84120.33999999998,0.027134999999999996,4.206016999999999
GBCI,42.99,0.6981863843813368,True,False,0.765804735561862,1.2509840233279537,1.6335548283207222,28.645645987098426,28,1203.72,85324.05999999998,0.060186,4.266202999999999
CNMD,80.11,1.8303897356662087,True,False,0.8208070479994587,1.250766986484639,1.5238258364534216,10.92663469986111,10,801.1,86125.15999999999,0.040055,4.306257999999999
AZZ,50.85,1.0649499299534606,True,False,0.60885600266357,1.2455380381338448,2.045702157299877,18.78022565894156,18,915.3000000000001,87040.45999999999,0.045765,4.352022999999999
ONB,19.4,0.3858113530655881,True,False,0.8560970615914402,1.2413185685861965,1.4499741025610453,51.83880630023863,51,989.4,88029.85999999999,0.04947,4.401492999999999
NSIT,54.02,1.1408187680092523,True,False,0.7882163371742494,1.2387680740272398,1.5716092341706789,17.53126838446069,17,918.34,88948.19999999998,0.045917,4.44741
RUTH,30.725,0.6900030626436588,True,False,0.7805750552463131,1.2332493026872142,1.5799240500941427,28.985378591469647,28,860.3000000000001,89808.49999999999,0.043015000000000005,4.490424999999999
HI,51.75,0.8192652250103734,True,False,0.8398046052420781,1.2292019124237215,1.4636760798297808,24.412118797971395,24,1242.0,91050.49999999999,0.0621,4.552524999999999
DIN,82.51,2.7573460387055526,True,False,0.6192073366354962,1.226102560267828,1.9801163321641777,7.253351490619973,7,577.57,91628.06999999999,0.0288785,4.5814034999999995
MPAA,23.62,0.8488489310782736,True,False,0.5591191929710835,1.2218363768199147,2.185287845919297,23.56131847229218,23,543.26,92171.32999999999,0.027163,4.608566499999999
SIGI,62.6,1.1298196712087079,True,False,0.7715893249287955,1.2047623066655564,1.5614035442710865,17.701939972954733,17,1064.2,93235.52999999998,0.05321,4.661776499999999
RPT,13.31,0.26142659875591245,True,False,0.7749146250305177,1.1936180765406013,1.540322040629436,76.50330951470437,76,1011.5600000000001,94247.08999999998,0.050578000000000005,4.712354499999999
MSTR,141.41,3.316939392661516,True,False,0.7729580366511776,1.1745038763601758,1.519492418306026,6.029654941615312,6,848.46,95095.54999999999,0.042423,4.754777499999999
WWW,39.3,0.771689662377634,True,False,0.7498148322136735,1.173564961225109,1.565139699571427,25.9171542331907,25,982.4999999999999,96078.04999999999,0.049124999999999995,4.8039024999999995
ITRI,62.75,1.3305865275840458,True,False,0.790199175865101,1.1708912045593403,1.4817671801257728,15.030965356544023,15,941.25,97019.29999999999,0.0470625,4.8509649999999995
NWN,65.95,1.20803614837931,True,False,0.7635958795693145,1.1636075775801145,1.5238526146008222,16.555795972522688,16,1055.2,98074.49999999999,0.05276,4.903725
HFWA,35.45,0.6203356823367059,True,False,0.8018751686081228,1.1577504004439345,1.4438037811465494,32.24060870505333,32,1134.4,99208.89999999998,0.056720000000000007,4.960445
BCPC,113.97,2.3532485876065197,True,False,0.7281822798340223,1.156781950270807,1.5885884376841433,8.498889622341991,8,911.76,100120.65999999997,0.045588,5.006033
NAVG,69.25,0.7824482098015855,True,False,0.6432788339222353,1.1548697063476463,1.7952863446572787,25.56079718691111,25,1731.25,101851.90999999997,0.0865625,5.092595500000001
CTRE,17.1,0.3258366296421502,True,False,0.7717403784739303,1.1445272392611427,1.4830469821008665,61.38045321044777,61,1043.1000000000001,102895.00999999998,0.05215500000000001,5.144750500000001
EGL,35.44,0.9923258088506796,True,False,0.6821397760573257,1.1400437050508903,1.6712758074894658,20.154670796241987,20,708.8,103603.80999999998,0.03544,5.180190500000001
FBP,8.97,0.20588961796566974,True,False,0.7382998156176362,1.120212578082339,1.5172868181542314,97.1394293583799,97,870.09,104473.89999999998,0.0435045,5.223695000000001
ARI,19.26,0.1591103964618223,True,False,0.887084234903565,1.104141385606001,1.2446860649327538,125.6988886002738,125,2407.5,106881.39999999998,0.120375,5.344070000000001
HT,22.66,0.3791454140345518,True,False,0.7624092494748241,1.1023623508841947,1.4458932019037583,52.75020944385572,52,1178.32,108059.71999999999,0.058915999999999996,5.402986000000001
AXE,70.65,1.478792618604087,True,False,0.6918824365434125,1.0970161066257442,1.585552759665856,13.524546815008511,13,918.45,108978.16999999998,0.045922500000000005,5.448908500000001
CTB,28.85,0.8242816813300837,True,False,0.6619047290159993,1.089111076635472,1.6454196939407972,24.26355025593611,24,692.4000000000001,109670.56999999998,0.034620000000000005,5.483528500000001
BANR,62.96,1.008023384258168,True,False,0.7813731272297092,1.0876072366951717,1.391917892737352,19.840809560899768,19,1196.24,110866.80999999998,0.059812,5.543340500000001
SAFT,89.45,1.7634904462125665,True,False,0.7365581510955412,1.0841170729317395,1.4718689506310485,11.341144514252306,11,983.95,111850.75999999998,0.049197500000000005,5.592538000000001
VRA,15.58,0.5368507628451085,True,False,0.5435358230192757,1.0700535971542964,1.9686901062201903,37.25430116557435,37,576.46,112427.21999999999,0.028823,5.621361000000001
RAVN,45.65,1.2000961618973882,True,False,0.5593086968286877,1.0645897649105898,1.9034028452389078,16.665331191776662,16,730.4,113157.61999999998,0.03652,5.6578810000000015
CHCT,29.91,0.5020189888483186,True,False,0.7035912804771196,1.0637928224322342,1.5119471374216782,39.83913047966967,39,1166.49,114324.10999999999,0.0583245,5.716205500000002
GPMT,19.02,0.21316810132388606,True,False,0.8552662579252506,1.0482155814870495,1.2256014682841172,93.82266800609227,93,1768.86,116092.96999999999,0.088443,5.804648500000002
GNL,20.22,0.3778696835162531,True,False,0.7117905564600602,1.0451057288016967,1.4682770364351405,52.9283000792514,52,1051.44,117144.40999999999,0.052572,5.857220500000001
HSTM,30.47,0.6976760169254153,True,False,0.7204557230835131,1.0421835173585168,1.4465615081771097,28.666600993592834,28,853.16,117997.56999999999,0.042658,5.899878500000002
FORR,46.1,1.0335584442250463,True,False,0.6838870943869373,1.0324086677521578,1.509618585035076,19.350623190927376,19,875.9,118873.46999999999,0.043795,5.943673500000002
LTC,43.02,0.7064603129614047,True,False,0.7107148035448697,1.03240273285236,1.4526259024055646,28.31015363929246,28,1204.5600000000002,120078.02999999998,0.06022800000000001,6.003901500000002
VRTU,54.04,1.3761598475304333,True,False,0.6590030684953383,1.0271511280301218,1.5586439231236868,14.533195424856128,14,756.56,120834.58999999998,0.037828,6.041729500000002
FWRD,69.3,1.2748807325694667,True,False,0.6932570935379581,1.0233499591524369,1.476147837059824,15.687741989551345,15,1039.5,121874.08999999998,0.051975,6.093704500000002
NYMT,6.06,0.07336567596463588,True,False,0.8050574803273601,1.0119382764789042,1.2569764286488216,272.6070432396821,272,1648.32,123522.40999999999,0.082416,6.176120500000002
JRVR,42.18,0.7741583016744297,True,False,0.7623906456806562,1.0069028329340524,1.3207177168800355,25.834509501147156,25,1054.5,124576.90999999999,0.052725,6.228845500000002
SMTC,55.5,1.7074618255300578,True,False,0.5642263740795301,1.0047830252525636,1.7808154163153938,11.71329262005098,11,610.5,125187.40999999999,0.030525,6.259370500000002
ABM,32.72,0.7794809789517179,True,False,0.6694685030749743,0.9983453017880801,1.4912505923766732,25.658098837635432,25,818.0,126005.40999999999,0.0409,6.300270500000002
CROX,21.26,0.6890449370853319,True,False,0.5618868312083817,0.9968425842866655,1.7740984997688545,29.025683121046114,29,616.5400000000001,126621.94999999998,0.030827000000000004,6.331097500000002
AIT,78.2,1.5313326836555305,True,False,0.7091241759742588,0.996759625229474,1.4056207065004316,13.060519254546879,13,1016.6,127638.54999999999,0.05083,6.381927500000002
EXLS,66.11,1.0296395906235487,True,False,0.6902341774473377,0.9951549784599161,1.4417642750468447,19.424272514509685,19,1256.09,128894.63999999998,0.0628045,6.444732000000003
GME,15.59,0.6450056975674099,True,False,0.5500888935176254,0.9846498020288981,1.789983062069129,31.00747803535455,31,483.29,129377.92999999998,0.024164500000000002,6.468896500000003
SENEA,32.85,1.0531429340225023,True,False,0.5961742968668465,0.9809236858094947,1.6453639329381902,18.99077452251383,18,591.3000000000001,129969.22999999998,0.029565000000000004,6.498461500000003
GTY,27.88,0.4391727652095079,True,False,0.6772715743390508,0.9732026243672177,1.4369459183592135,45.54016456475614,45,1254.6,131223.83,0.06273,6.561191500000003
STC,45.32,0.4638723783567708,True,False,0.7921114366541399,0.9730928322967782,1.2284797154389029,43.11530699639485,43,1948.76,133172.59,0.097438,6.6586295000000035
GTLS,76.04,1.8807797437303644,True,False,0.548393493364943,0.9722671503463566,1.7729370645529077,10.633887389882094,10,760.4000000000001,133932.99,0.038020000000000005,6.696649500000004
SR,72.05,1.0881620278467932,True,False,0.6905270479483194,0.9566895207387565,1.3854482942865942,18.37961580002485,18,1296.8999999999999,135229.88999999998,0.064845,6.761494500000004
EVTC,23.6,0.5794400286595617,True,False,0.6754025186113082,0.9466441146103096,1.4015999178633505,34.51608278818203,34,802.4000000000001,136032.28999999998,0.04012,6.801614500000004
FUL,56.94,0.945903871533805,True,False,0.7109371257728261,0.9420515842570883,1.3250842445919935,21.143797590731435,21,1195.74,137228.02999999997,0.059787,6.861401500000004
UNT,25.39,1.073369184453079,True,False,0.5385628660937749,0.9385777297565266,1.7427449771353172,18.632918002197663,18,457.02,137685.04999999996,0.022851,6.884252500000004
AVP,2.2,0.1341147990677712,True,False,0.4047496565939234,0.9384428007079798,2.3185759034491267,149.12597371072786,149,327.8,138012.84999999995,0.016390000000000002,6.9006425000000045
FLOW,52.12,1.2424816156351783,True,False,0.6102395057674539,0.9252295487362062,1.5161744528037597,16.09681764971279,16,833.92,138846.76999999996,0.041696,6.942338500000004
